id:ID,:LABEL,name
E12_Production_Artifact_陶器_3,E12_Production,Production
E12_Production_Artifact_陶器_8,E12_Production,Production
E12_Production_Artifact_陶器_10,E12_Production,Production
E12_Production_Artifact_陶器_11,E12_Production,Production
E12_Production_Artifact_陶器_12,E12_Production,Production
E12_Production_Artifact_陶器_29,E12_Production,Production
E12_Production_Artifact_陶器_35,E12_Production,Production
E12_Production_Artifact_陶器_41,E12_Production,Production
E12_Production_Artifact_陶器_44,E12_Production,Production
E12_Production_Artifact_陶器_50,E12_Production,Production
E12_Production_Artifact_陶器_51,E12_Production,Production
E12_Production_Artifact_陶器_53,E12_Production,Production
E12_Production_Artifact_陶器_58,E12_Production,Production
E12_Production_Artifact_陶器_60,E12_Production,Production
E12_Production_Artifact_陶器_61,E12_Production,Production
E12_Production_Artifact_陶器_62,E12_Production,Production
E12_Production_Artifact_陶器_63,E12_Production,Production
E12_Production_Artifact_陶器_65,E12_Production,Production
E12_Production_Artifact_陶器_71,E12_Production,Production
E12_Production_Artifact_陶器_112,E12_Production,Production
E12_Production_Artifact_陶器_124,E12_Production,Production
E12_Production_Artifact_陶器_170,E12_Production,Production
E12_Production_Artifact_陶器_173,E12_Production,Production
E12_Production_Artifact_陶器_174,E12_Production,Production
E12_Production_Artifact_陶器_177,E12_Production,Production
E12_Production_Artifact_陶器_181,E12_Production,Production
E12_Production_Artifact_陶器_183,E12_Production,Production
E12_Production_Artifact_陶器_189,E12_Production,Production
E12_Production_Artifact_陶器_190,E12_Production,Production
E12_Production_Artifact_陶器_194,E12_Production,Production
E12_Production_Artifact_陶器_200,E12_Production,Production
E12_Production_Artifact_陶器_201,E12_Production,Production
E12_Production_Artifact_陶器_205,E12_Production,Production
E12_Production_Artifact_陶器_211,E12_Production,Production
E12_Production_Artifact_陶器_214,E12_Production,Production
E12_Production_Artifact_陶器_216,E12_Production,Production
E12_Production_Artifact_陶器_219,E12_Production,Production
E12_Production_Artifact_陶器_223,E12_Production,Production
E12_Production_Artifact_陶器_306,E12_Production,Production
E12_Production_Artifact_陶器_307,E12_Production,Production
E12_Production_Artifact_陶器_325,E12_Production,Production
E12_Production_Artifact_陶器_326,E12_Production,Production
E12_Production_Artifact_陶器_327,E12_Production,Production
E12_Production_Artifact_陶器_328,E12_Production,Production
E12_Production_Artifact_陶器_329,E12_Production,Production
E12_Production_Artifact_陶器_330,E12_Production,Production
E12_Production_Artifact_陶器_331,E12_Production,Production
E12_Production_Artifact_陶器_332,E12_Production,Production
E12_Production_Artifact_陶器_333,E12_Production,Production
E12_Production_Artifact_陶器_334,E12_Production,Production
E12_Production_Artifact_陶器_338,E12_Production,Production
E12_Production_Artifact_陶器_339,E12_Production,Production
E12_Production_Artifact_陶器_341,E12_Production,Production
E12_Production_Artifact_陶器_342,E12_Production,Production
E12_Production_Artifact_陶器_343,E12_Production,Production
E12_Production_Artifact_陶器_345,E12_Production,Production
E12_Production_Artifact_陶器_346,E12_Production,Production
E12_Production_Artifact_陶器_348,E12_Production,Production
E12_Production_Artifact_陶器_349,E12_Production,Production
E12_Production_Artifact_陶器_350,E12_Production,Production
E12_Production_Artifact_陶器_351,E12_Production,Production
E12_Production_Artifact_陶器_352,E12_Production,Production
E12_Production_Artifact_陶器_353,E12_Production,Production
E12_Production_Artifact_陶器_354,E12_Production,Production
E12_Production_Artifact_陶器_355,E12_Production,Production
E12_Production_Artifact_陶器_370,E12_Production,Production
E12_Production_Artifact_陶器_378,E12_Production,Production
E12_Production_Artifact_陶器_381,E12_Production,Production
E12_Production_Artifact_陶器_382,E12_Production,Production
E12_Production_Artifact_陶器_383,E12_Production,Production
E12_Production_Artifact_陶器_384,E12_Production,Production
E12_Production_Artifact_陶器_385,E12_Production,Production
E12_Production_Artifact_陶器_386,E12_Production,Production
E12_Production_Artifact_陶器_387,E12_Production,Production
E12_Production_Artifact_陶器_390,E12_Production,Production
E12_Production_Artifact_陶器_391,E12_Production,Production
E12_Production_Artifact_陶器_402,E12_Production,Production
E12_Production_Artifact_陶器_406,E12_Production,Production
E12_Production_Artifact_陶器_415,E12_Production,Production
E12_Production_Artifact_陶器_424,E12_Production,Production
E12_Production_Artifact_陶器_465,E12_Production,Production
E12_Production_Artifact_陶器_552,E12_Production,Production
E12_Production_Artifact_陶器_578,E12_Production,Production
E12_Production_Artifact_陶器_627,E12_Production,Production
E12_Production_Artifact_陶器_630,E12_Production,Production
E12_Production_Artifact_陶器_633,E12_Production,Production
E12_Production_Artifact_陶器_635,E12_Production,Production
E12_Production_Artifact_陶器_640,E12_Production,Production
E12_Production_Artifact_陶器_641,E12_Production,Production
E12_Production_Artifact_陶器_642,E12_Production,Production
E12_Production_Artifact_陶器_643,E12_Production,Production
E12_Production_Artifact_陶器_644,E12_Production,Production
E12_Production_Artifact_陶器_645,E12_Production,Production
E12_Production_Artifact_陶器_646,E12_Production,Production
E12_Production_Artifact_陶器_647,E12_Production,Production
E12_Production_Artifact_陶器_648,E12_Production,Production
E12_Production_Artifact_陶器_649,E12_Production,Production
E12_Production_Artifact_陶器_650,E12_Production,Production
E12_Production_Artifact_陶器_651,E12_Production,Production
E12_Production_Artifact_陶器_652,E12_Production,Production
E12_Production_Artifact_陶器_653,E12_Production,Production
E12_Production_Artifact_陶器_654,E12_Production,Production
E12_Production_Artifact_陶器_655,E12_Production,Production
E12_Production_Artifact_陶器_656,E12_Production,Production
E12_Production_Artifact_陶器_657,E12_Production,Production
E12_Production_Artifact_陶器_690,E12_Production,Production
E12_Production_Artifact_陶器_692,E12_Production,Production
E12_Production_Artifact_陶器_696,E12_Production,Production
E12_Production_Artifact_陶器_698,E12_Production,Production
E12_Production_Artifact_陶器_700,E12_Production,Production
E12_Production_Artifact_陶器_701,E12_Production,Production
E12_Production_Artifact_陶器_712,E12_Production,Production
E12_Production_Artifact_陶器_713,E12_Production,Production
E12_Production_Artifact_陶器_714,E12_Production,Production
E12_Production_Artifact_陶器_739,E12_Production,Production
E12_Production_Artifact_陶器_762,E12_Production,Production
E12_Production_Artifact_陶器_767,E12_Production,Production
E12_Production_Artifact_陶器_768,E12_Production,Production
E12_Production_Artifact_陶器_769,E12_Production,Production
E12_Production_Artifact_陶器_770,E12_Production,Production
E12_Production_Artifact_陶器_776,E12_Production,Production
E12_Production_Artifact_陶器_783,E12_Production,Production
E12_Production_Artifact_陶器_788,E12_Production,Production
E12_Production_Artifact_陶器_800,E12_Production,Production
E12_Production_Artifact_陶器_806,E12_Production,Production
E12_Production_Artifact_陶器_824,E12_Production,Production
E12_Production_Artifact_陶器_837,E12_Production,Production
E12_Production_Artifact_陶器_840,E12_Production,Production
E12_Production_Artifact_陶器_851,E12_Production,Production
E12_Production_Artifact_陶器_852,E12_Production,Production
E12_Production_Artifact_陶器_853,E12_Production,Production
E12_Production_Artifact_陶器_854,E12_Production,Production
E12_Production_Artifact_陶器_855,E12_Production,Production
E12_Production_Artifact_陶器_856,E12_Production,Production
E12_Production_Artifact_陶器_857,E12_Production,Production
E12_Production_Artifact_陶器_858,E12_Production,Production
E12_Production_Artifact_陶器_860,E12_Production,Production
E12_Production_Artifact_陶器_862,E12_Production,Production
E12_Production_Artifact_陶器_863,E12_Production,Production
E12_Production_Artifact_陶器_907,E12_Production,Production
E12_Production_Artifact_陶器_911,E12_Production,Production
E12_Production_Artifact_陶器_914,E12_Production,Production
E12_Production_Artifact_陶器_921,E12_Production,Production
E12_Production_Artifact_陶器_925,E12_Production,Production
E12_Production_Artifact_陶器_926,E12_Production,Production
E12_Production_Artifact_陶器_931,E12_Production,Production
E12_Production_Artifact_陶器_934,E12_Production,Production
E12_Production_Artifact_陶器_937,E12_Production,Production
E12_Production_Artifact_陶器_1009,E12_Production,Production
E12_Production_Artifact_陶器_1032,E12_Production,Production
E12_Production_Artifact_陶器_1034,E12_Production,Production
E12_Production_Artifact_陶器_1035,E12_Production,Production
E12_Production_Artifact_陶器_1070,E12_Production,Production
E12_Production_Artifact_陶器_1236,E12_Production,Production
E12_Production_Artifact_陶器_1237,E12_Production,Production
E12_Production_Artifact_陶器_1238,E12_Production,Production
E12_Production_Artifact_陶器_1239,E12_Production,Production
E12_Production_Artifact_陶器_1240,E12_Production,Production
E12_Production_Artifact_陶器_1241,E12_Production,Production
E12_Production_Artifact_陶器_1242,E12_Production,Production
E12_Production_Artifact_陶器_1243,E12_Production,Production
E12_Production_Artifact_陶器_1244,E12_Production,Production
E12_Production_Artifact_陶器_1245,E12_Production,Production
E12_Production_Artifact_陶器_1246,E12_Production,Production
E12_Production_Artifact_陶器_1247,E12_Production,Production
E12_Production_Artifact_陶器_1248,E12_Production,Production
E12_Production_Artifact_陶器_1249,E12_Production,Production
E12_Production_Artifact_陶器_1250,E12_Production,Production
E12_Production_Artifact_陶器_1251,E12_Production,Production
E12_Production_Artifact_陶器_1252,E12_Production,Production
E12_Production_Artifact_陶器_1253,E12_Production,Production
E12_Production_Artifact_陶器_1256,E12_Production,Production
E12_Production_Artifact_陶器_1257,E12_Production,Production
E12_Production_Artifact_陶器_1264,E12_Production,Production
E12_Production_Artifact_陶器_1268,E12_Production,Production
E12_Production_Artifact_陶器_1270,E12_Production,Production
E12_Production_Artifact_陶器_1272,E12_Production,Production
E12_Production_Artifact_陶器_1273,E12_Production,Production
E12_Production_Artifact_陶器_1279,E12_Production,Production
E12_Production_Artifact_陶器_1284,E12_Production,Production
E12_Production_Artifact_陶器_1292,E12_Production,Production
E12_Production_Artifact_陶器_1293,E12_Production,Production
E12_Production_Artifact_陶器_1313,E12_Production,Production
E12_Production_Artifact_陶器_1317,E12_Production,Production
E12_Production_Artifact_陶器_1319,E12_Production,Production
E12_Production_Artifact_陶器_1323,E12_Production,Production
E12_Production_Artifact_陶器_1328,E12_Production,Production
E12_Production_Artifact_陶器_1343,E12_Production,Production
E12_Production_Artifact_陶器_1347,E12_Production,Production
E12_Production_Artifact_陶器_1402,E12_Production,Production
E12_Production_Artifact_陶器_1403,E12_Production,Production
E12_Production_Artifact_陶器_1406,E12_Production,Production
E12_Production_Artifact_陶器_1463,E12_Production,Production
E12_Production_Artifact_陶器_1464,E12_Production,Production
E12_Production_Artifact_陶器_1468,E12_Production,Production
E12_Production_Artifact_陶器_1469,E12_Production,Production
E12_Production_Artifact_陶器_1470,E12_Production,Production
E12_Production_Artifact_陶器_1471,E12_Production,Production
E12_Production_Artifact_陶器_1472,E12_Production,Production
E12_Production_Artifact_陶器_1476,E12_Production,Production
E12_Production_Artifact_陶器_1477,E12_Production,Production
E12_Production_Artifact_陶器_1478,E12_Production,Production
E12_Production_Artifact_陶器_1491,E12_Production,Production
E12_Production_Artifact_陶器_1492,E12_Production,Production
E12_Production_Artifact_陶器_1493,E12_Production,Production
E12_Production_Artifact_陶器_1496,E12_Production,Production
E12_Production_Artifact_陶器_1500,E12_Production,Production
E12_Production_Artifact_陶器_1507,E12_Production,Production
E12_Production_Artifact_陶器_1508,E12_Production,Production
E12_Production_Artifact_陶器_1513,E12_Production,Production
E12_Production_Artifact_陶器_1514,E12_Production,Production
E12_Production_Artifact_陶器_1515,E12_Production,Production
E12_Production_Artifact_陶器_1516,E12_Production,Production
E12_Production_Artifact_陶器_1517,E12_Production,Production
E12_Production_Artifact_陶器_1521,E12_Production,Production
E12_Production_Artifact_陶器_1522,E12_Production,Production
E12_Production_Artifact_陶器_1523,E12_Production,Production
E12_Production_Artifact_陶器_1524,E12_Production,Production
E12_Production_Artifact_陶器_1525,E12_Production,Production
E12_Production_Artifact_陶器_1526,E12_Production,Production
E12_Production_Artifact_陶器_1527,E12_Production,Production
E12_Production_Artifact_陶器_1528,E12_Production,Production
E12_Production_Artifact_陶器_1529,E12_Production,Production
E12_Production_Artifact_陶器_1531,E12_Production,Production
E12_Production_Artifact_陶器_1532,E12_Production,Production
E12_Production_Artifact_陶器_1533,E12_Production,Production
E12_Production_Artifact_陶器_1534,E12_Production,Production
E12_Production_Artifact_陶器_1535,E12_Production,Production
E12_Production_Artifact_陶器_1536,E12_Production,Production
E12_Production_Artifact_陶器_1537,E12_Production,Production
E12_Production_Artifact_陶器_1540,E12_Production,Production
E12_Production_Artifact_陶器_1541,E12_Production,Production
E12_Production_Artifact_陶器_1542,E12_Production,Production
E12_Production_Artifact_陶器_1543,E12_Production,Production
E12_Production_Artifact_陶器_1544,E12_Production,Production
E12_Production_Artifact_陶器_1549,E12_Production,Production
E12_Production_Artifact_陶器_1550,E12_Production,Production
E12_Production_Artifact_陶器_1551,E12_Production,Production
E12_Production_Artifact_陶器_1553,E12_Production,Production
E12_Production_Artifact_陶器_1554,E12_Production,Production
E12_Production_Artifact_陶器_1555,E12_Production,Production
E12_Production_Artifact_陶器_1556,E12_Production,Production
E12_Production_Artifact_陶器_1557,E12_Production,Production
E12_Production_Artifact_陶器_1558,E12_Production,Production
E12_Production_Artifact_陶器_1559,E12_Production,Production
E12_Production_Artifact_陶器_1560,E12_Production,Production
E12_Production_Artifact_陶器_1561,E12_Production,Production
E12_Production_Artifact_陶器_1562,E12_Production,Production
E12_Production_Artifact_陶器_1563,E12_Production,Production
E12_Production_Artifact_陶器_1565,E12_Production,Production
E12_Production_Artifact_陶器_1566,E12_Production,Production
E12_Production_Artifact_陶器_1567,E12_Production,Production
E12_Production_Artifact_陶器_1568,E12_Production,Production
E12_Production_Artifact_陶器_1569,E12_Production,Production
E12_Production_Artifact_陶器_1570,E12_Production,Production
E12_Production_Artifact_陶器_1571,E12_Production,Production
E12_Production_Artifact_陶器_1572,E12_Production,Production
E12_Production_Artifact_陶器_1574,E12_Production,Production
E12_Production_Artifact_陶器_1575,E12_Production,Production
E12_Production_Artifact_陶器_1576,E12_Production,Production
E12_Production_Artifact_陶器_1577,E12_Production,Production
E12_Production_Artifact_陶器_1578,E12_Production,Production
E12_Production_Artifact_陶器_1579,E12_Production,Production
E12_Production_Artifact_陶器_1580,E12_Production,Production
E12_Production_Artifact_陶器_1581,E12_Production,Production
E12_Production_Artifact_陶器_1582,E12_Production,Production
E12_Production_Artifact_陶器_1583,E12_Production,Production
E12_Production_Artifact_陶器_1584,E12_Production,Production
E12_Production_Artifact_陶器_1585,E12_Production,Production
E12_Production_Artifact_陶器_1586,E12_Production,Production
E12_Production_Artifact_陶器_1587,E12_Production,Production
E12_Production_Artifact_陶器_1588,E12_Production,Production
E12_Production_Artifact_陶器_1589,E12_Production,Production
E12_Production_Artifact_陶器_1590,E12_Production,Production
E12_Production_Artifact_陶器_1591,E12_Production,Production
E12_Production_Artifact_陶器_1592,E12_Production,Production
E12_Production_Artifact_陶器_1593,E12_Production,Production
E12_Production_Artifact_陶器_1594,E12_Production,Production
E12_Production_Artifact_陶器_1608,E12_Production,Production
E12_Production_Artifact_陶器_1609,E12_Production,Production
E12_Production_Artifact_陶器_1613,E12_Production,Production
E12_Production_Artifact_陶器_1614,E12_Production,Production
E12_Production_Artifact_陶器_1619,E12_Production,Production
E12_Production_Artifact_陶器_1620,E12_Production,Production
E12_Production_Artifact_陶器_1621,E12_Production,Production
E12_Production_Artifact_陶器_1622,E12_Production,Production
E12_Production_Artifact_陶器_1643,E12_Production,Production
E12_Production_Artifact_陶器_1645,E12_Production,Production
E12_Production_Artifact_陶器_1647,E12_Production,Production
E12_Production_Artifact_陶器_1648,E12_Production,Production
E12_Production_Artifact_陶器_1650,E12_Production,Production
E12_Production_Artifact_陶器_1653,E12_Production,Production
E12_Production_Artifact_陶器_1654,E12_Production,Production
E12_Production_Artifact_陶器_1656,E12_Production,Production
E12_Production_Artifact_陶器_1657,E12_Production,Production
E12_Production_Artifact_陶器_1658,E12_Production,Production
E12_Production_Artifact_陶器_1664,E12_Production,Production
E12_Production_Artifact_陶器_1666,E12_Production,Production
E12_Production_Artifact_陶器_1671,E12_Production,Production
E12_Production_Artifact_陶器_1679,E12_Production,Production
E12_Production_Artifact_陶器_1680,E12_Production,Production
E12_Production_Artifact_陶器_1685,E12_Production,Production
E12_Production_Artifact_陶器_1687,E12_Production,Production
E12_Production_Artifact_陶器_1691,E12_Production,Production
E12_Production_Artifact_陶器_1692,E12_Production,Production
E12_Production_Artifact_陶器_1693,E12_Production,Production
E12_Production_Artifact_陶器_1694,E12_Production,Production
E12_Production_Artifact_陶器_1696,E12_Production,Production
E12_Production_Artifact_陶器_1706,E12_Production,Production
E12_Production_Artifact_陶器_1709,E12_Production,Production
E12_Production_Artifact_陶器_1718,E12_Production,Production
E12_Production_Artifact_陶器_1720,E12_Production,Production
E12_Production_Artifact_陶器_1725,E12_Production,Production
E12_Production_Artifact_陶器_1726,E12_Production,Production
E12_Production_Artifact_陶器_1732,E12_Production,Production
E12_Production_Artifact_陶器_1733,E12_Production,Production
E12_Production_Artifact_陶器_1745,E12_Production,Production
E12_Production_Artifact_陶器_1747,E12_Production,Production
E12_Production_Artifact_陶器_1766,E12_Production,Production
E12_Production_Artifact_陶器_1788,E12_Production,Production
E12_Production_Artifact_陶器_1789,E12_Production,Production
E12_Production_Artifact_陶器_1790,E12_Production,Production
E12_Production_Artifact_陶器_1791,E12_Production,Production
E12_Production_Artifact_陶器_1792,E12_Production,Production
E12_Production_Artifact_陶器_1793,E12_Production,Production
E12_Production_Artifact_陶器_1794,E12_Production,Production
E12_Production_Artifact_陶器_1795,E12_Production,Production
E12_Production_Artifact_陶器_1796,E12_Production,Production
E12_Production_Artifact_陶器_1797,E12_Production,Production
E12_Production_Artifact_陶器_1798,E12_Production,Production
E12_Production_Artifact_陶器_1799,E12_Production,Production
E12_Production_Artifact_陶器_1800,E12_Production,Production
E12_Production_Artifact_陶器_1801,E12_Production,Production
E12_Production_Artifact_陶器_1802,E12_Production,Production
E12_Production_Artifact_陶器_1803,E12_Production,Production
E12_Production_Artifact_陶器_1804,E12_Production,Production
E12_Production_Artifact_陶器_1805,E12_Production,Production
E12_Production_Artifact_陶器_1806,E12_Production,Production
E12_Production_Artifact_陶器_1807,E12_Production,Production
E12_Production_Artifact_陶器_1808,E12_Production,Production
E12_Production_Artifact_陶器_1821,E12_Production,Production
E12_Production_Artifact_陶器_1828,E12_Production,Production
E12_Production_Artifact_陶器_1830,E12_Production,Production
E12_Production_Artifact_陶器_1831,E12_Production,Production
E12_Production_Artifact_陶器_1856,E12_Production,Production
E12_Production_Artifact_陶器_1873,E12_Production,Production
E12_Production_Artifact_陶器_1874,E12_Production,Production
E12_Production_Artifact_陶器_1875,E12_Production,Production
E12_Production_Artifact_陶器_1876,E12_Production,Production
E12_Production_Artifact_陶器_1877,E12_Production,Production
E12_Production_Artifact_陶器_1878,E12_Production,Production
E12_Production_Artifact_陶器_1879,E12_Production,Production
E12_Production_Artifact_陶器_1880,E12_Production,Production
E12_Production_Artifact_陶器_1881,E12_Production,Production
E12_Production_Artifact_陶器_1882,E12_Production,Production
E12_Production_Artifact_陶器_1883,E12_Production,Production
E12_Production_Artifact_陶器_1889,E12_Production,Production
E12_Production_Artifact_陶器_1894,E12_Production,Production
E12_Production_Artifact_陶器_1903,E12_Production,Production
E12_Production_Artifact_陶器_1913,E12_Production,Production
E12_Production_Artifact_陶器_1919,E12_Production,Production
E12_Production_Artifact_陶器_1920,E12_Production,Production
E12_Production_Artifact_陶器_1921,E12_Production,Production
E12_Production_Artifact_陶器_1922,E12_Production,Production
E12_Production_Artifact_陶器_1923,E12_Production,Production
E12_Production_Artifact_陶器_1924,E12_Production,Production
E12_Production_Artifact_陶器_1925,E12_Production,Production
E12_Production_Artifact_陶器_1926,E12_Production,Production
E12_Production_Artifact_陶器_1927,E12_Production,Production
E12_Production_Artifact_陶器_1928,E12_Production,Production
E12_Production_Artifact_陶器_1929,E12_Production,Production
E12_Production_Artifact_陶器_1930,E12_Production,Production
E12_Production_Artifact_陶器_1931,E12_Production,Production
E12_Production_Artifact_陶器_1932,E12_Production,Production
E12_Production_Artifact_陶器_1933,E12_Production,Production
E12_Production_Artifact_陶器_1934,E12_Production,Production
E12_Production_Artifact_陶器_1935,E12_Production,Production
E12_Production_Artifact_陶器_1936,E12_Production,Production
E12_Production_Artifact_陶器_1937,E12_Production,Production
E12_Production_Artifact_陶器_1938,E12_Production,Production
E12_Production_Artifact_陶器_1939,E12_Production,Production
E12_Production_Artifact_陶器_1940,E12_Production,Production
E12_Production_Artifact_陶器_1941,E12_Production,Production
E12_Production_Artifact_陶器_1942,E12_Production,Production
E12_Production_Artifact_陶器_1943,E12_Production,Production
E12_Production_Artifact_陶器_1944,E12_Production,Production
E12_Production_Artifact_陶器_1945,E12_Production,Production
E12_Production_Artifact_陶器_1946,E12_Production,Production
E12_Production_Artifact_陶器_1947,E12_Production,Production
E12_Production_Artifact_陶器_1948,E12_Production,Production
E12_Production_Artifact_陶器_1950,E12_Production,Production
E12_Production_Artifact_陶器_1951,E12_Production,Production
E12_Production_Artifact_陶器_1953,E12_Production,Production
E12_Production_Artifact_陶器_1954,E12_Production,Production
E12_Production_Artifact_陶器_1955,E12_Production,Production
E12_Production_Artifact_陶器_1956,E12_Production,Production
E12_Production_Artifact_陶器_1957,E12_Production,Production
E12_Production_Artifact_陶器_1958,E12_Production,Production
E12_Production_Artifact_陶器_1959,E12_Production,Production
E12_Production_Artifact_陶器_1960,E12_Production,Production
E12_Production_Artifact_陶器_1961,E12_Production,Production
E12_Production_Artifact_陶器_1962,E12_Production,Production
E12_Production_Artifact_陶器_1987,E12_Production,Production
E12_Production_Artifact_陶器_1988,E12_Production,Production
E12_Production_Artifact_陶器_1990,E12_Production,Production
E12_Production_Artifact_陶器_2017,E12_Production,Production
E12_Production_Artifact_陶器_2018,E12_Production,Production
E12_Production_Artifact_陶器_2022,E12_Production,Production
E12_Production_Artifact_陶器_2026,E12_Production,Production
E12_Production_Artifact_陶器_2027,E12_Production,Production
E12_Production_Artifact_陶器_2028,E12_Production,Production
E12_Production_Artifact_陶器_2029,E12_Production,Production
E12_Production_Artifact_陶器_2030,E12_Production,Production
E12_Production_Artifact_陶器_2031,E12_Production,Production
E12_Production_Artifact_陶器_2032,E12_Production,Production
E12_Production_Artifact_陶器_2033,E12_Production,Production
E12_Production_Artifact_陶器_2034,E12_Production,Production
E12_Production_Artifact_陶器_2035,E12_Production,Production
E12_Production_Artifact_陶器_2037,E12_Production,Production
E12_Production_Artifact_陶器_2038,E12_Production,Production
E12_Production_Artifact_陶器_2046,E12_Production,Production
E12_Production_Artifact_陶器_2047,E12_Production,Production
E12_Production_Artifact_陶器_2055,E12_Production,Production
E12_Production_Artifact_陶器_2059,E12_Production,Production
E12_Production_Artifact_陶器_2060,E12_Production,Production
E12_Production_Artifact_陶器_2061,E12_Production,Production
E12_Production_Artifact_陶器_2072,E12_Production,Production
E12_Production_Artifact_陶器_2073,E12_Production,Production
E12_Production_Artifact_陶器_2074,E12_Production,Production
E12_Production_Artifact_陶器_2076,E12_Production,Production
E12_Production_Artifact_陶器_2084,E12_Production,Production
E12_Production_Artifact_陶器_2085,E12_Production,Production
E12_Production_Artifact_陶器_2086,E12_Production,Production
E12_Production_Artifact_陶器_2089,E12_Production,Production
E12_Production_Artifact_陶器_2093,E12_Production,Production
E12_Production_Artifact_陶器_2095,E12_Production,Production
E12_Production_Artifact_陶器_2098,E12_Production,Production
E12_Production_Artifact_陶器_2099,E12_Production,Production
E12_Production_Artifact_陶器_2100,E12_Production,Production
E12_Production_Artifact_陶器_2110,E12_Production,Production
E12_Production_Artifact_陶器_2111,E12_Production,Production
E12_Production_Artifact_陶器_2116,E12_Production,Production
E12_Production_Artifact_陶器_2123,E12_Production,Production
E12_Production_Artifact_陶器_2131,E12_Production,Production
E12_Production_Artifact_陶器_2133,E12_Production,Production
E12_Production_Artifact_陶器_2134,E12_Production,Production
E12_Production_Artifact_陶器_2143,E12_Production,Production
E12_Production_Artifact_陶器_2146,E12_Production,Production
E12_Production_Artifact_陶器_2152,E12_Production,Production
E12_Production_Artifact_陶器_2157,E12_Production,Production
E12_Production_Artifact_陶器_2159,E12_Production,Production
E12_Production_Artifact_陶器_2164,E12_Production,Production
E12_Production_Artifact_陶器_2171,E12_Production,Production
E12_Production_Artifact_陶器_2174,E12_Production,Production
E12_Production_Artifact_陶器_2175,E12_Production,Production
E12_Production_Artifact_陶器_2178,E12_Production,Production
E12_Production_Artifact_陶器_2179,E12_Production,Production
E12_Production_Artifact_陶器_2180,E12_Production,Production
E12_Production_Artifact_陶器_2185,E12_Production,Production
E12_Production_Artifact_陶器_2186,E12_Production,Production
E12_Production_Artifact_陶器_2187,E12_Production,Production
E12_Production_Artifact_陶器_2190,E12_Production,Production
E12_Production_Artifact_陶器_2191,E12_Production,Production
E12_Production_Artifact_陶器_2198,E12_Production,Production
E12_Production_Artifact_陶器_2199,E12_Production,Production
E12_Production_Artifact_陶器_2200,E12_Production,Production
E12_Production_Artifact_陶器_2213,E12_Production,Production
E12_Production_Artifact_陶器_2222,E12_Production,Production
E12_Production_Artifact_陶器_2229,E12_Production,Production
E12_Production_Artifact_陶器_2230,E12_Production,Production
E12_Production_Artifact_陶器_2238,E12_Production,Production
E12_Production_Artifact_陶器_2245,E12_Production,Production
