,,
site_a87ff679,struct_0543ae59,P46_is_composed_of
site_a87ff679,struct_10970558,P46_is_composed_of
site_a87ff679,struct_8ad1cfa3,P46_is_composed_of
site_a87ff679,struct_7c7895d2,P46_is_composed_of
site_a87ff679,struct_da50e824,P46_is_composed_of
site_a87ff679,struct_2d92070d,P46_is_composed_of
site_a87ff679,struct_7064583c,P46_is_composed_of
site_c81e728d,struct_ff71e9c0,P46_is_composed_of
site_c81e728d,struct_cac23452,P46_is_composed_of
site_c81e728d,struct_1e269410,P46_is_composed_of
site_c81e728d,struct_86bdefd7,P46_is_composed_of
site_c81e728d,struct_35e08bb3,P46_is_composed_of
site_c81e728d,struct_15f1d90f,P46_is_composed_of
site_c81e728d,struct_20509b9c,P46_is_composed_of
site_c81e728d,struct_65b4dab3,P46_is_composed_of
site_c81e728d,struct_a73b94ea,P46_is_composed_of
site_c81e728d,struct_dce77f5d,P46_is_composed_of
site_c81e728d,struct_427d2d35,P46_is_composed_of
site_c81e728d,struct_f6ed0e31,P46_is_composed_of
site_c81e728d,struct_cd492951,P46_is_composed_of
site_c81e728d,struct_7d95e65f,P46_is_composed_of
site_c81e728d,struct_a025ea89,P46_is_composed_of
site_c81e728d,struct_07a2c961,P46_is_composed_of
site_c81e728d,struct_a4aecd07,P46_is_composed_of
site_c81e728d,struct_1edc519d,P46_is_composed_of
site_c81e728d,struct_bf5b65c4,P46_is_composed_of
site_c81e728d,struct_8a94d632,P46_is_composed_of
site_c81e728d,struct_b95f8ebe,P46_is_composed_of
site_c81e728d,struct_52549e58,P46_is_composed_of
site_e4da3b7f,struct_1bc92268,P46_is_composed_of
site_e4da3b7f,struct_aa998dc6,P46_is_composed_of
site_e4da3b7f,struct_c3cc0b54,P46_is_composed_of
site_e4da3b7f,struct_359ef143,P46_is_composed_of
site_e4da3b7f,struct_2632bd54,P46_is_composed_of
site_e4da3b7f,struct_3ce5f7d4,P46_is_composed_of
site_e4da3b7f,struct_94b32608,P46_is_composed_of
site_e4da3b7f,struct_a70cb50a,P46_is_composed_of
site_e4da3b7f,struct_77014c4e,P46_is_composed_of
site_e4da3b7f,struct_a1b18dba,P46_is_composed_of
site_e4da3b7f,struct_217df60c,P46_is_composed_of
site_e4da3b7f,struct_b704fcf1,P46_is_composed_of
site_e4da3b7f,struct_08ba9824,P46_is_composed_of
site_e4da3b7f,struct_0db95073,P46_is_composed_of
site_e4da3b7f,struct_5a124c0c,P46_is_composed_of
struct_10970558,site_a87ff679,P89_falls_within
struct_8ad1cfa3,site_a87ff679,P89_falls_within
struct_7c7895d2,site_a87ff679,P89_falls_within
struct_da50e824,site_a87ff679,P89_falls_within
struct_2d92070d,site_a87ff679,P89_falls_within
struct_7064583c,site_a87ff679,P89_falls_within
struct_bf5b65c4,site_c81e728d,P89_falls_within
struct_8a94d632,site_c81e728d,P89_falls_within
struct_b95f8ebe,site_c81e728d,P89_falls_within
struct_52549e58,site_c81e728d,P89_falls_within
struct_1bc92268,site_e4da3b7f,P89_falls_within
struct_aa998dc6,site_e4da3b7f,P89_falls_within
struct_c3cc0b54,site_e4da3b7f,P89_falls_within
struct_359ef143,site_e4da3b7f,P89_falls_within
struct_3ce5f7d4,site_e4da3b7f,P89_falls_within
struct_94b32608,site_e4da3b7f,P89_falls_within
struct_a70cb50a,site_e4da3b7f,P89_falls_within
struct_a1b18dba,site_e4da3b7f,P89_falls_within
struct_217df60c,site_e4da3b7f,P89_falls_within
struct_b704fcf1,site_e4da3b7f,P89_falls_within
struct_08ba9824,site_e4da3b7f,P89_falls_within
struct_0db95073,site_e4da3b7f,P89_falls_within
